Cement,Blast_Furnace_Slag,Superplasticizer,Coarse_Aggregate,Age,Strength
212.0,0.0,7.8,1085.4,3,19.52
385.0,0.0,0.0,966.0,14,27.92
339.0,0.0,0.0,968.0,3,13.22
153.0,102.0,0.0,888.0,7,8.37
446.0,24.0,10.3,967.0,56,54.77
135.7,203.5,0.0,1076.2,28,18.2
313.0,145.0,8.0,1000.0,28,44.52
213.7,98.1,6.9,1065.8,14,30.39
213.5,0.0,11.7,1043.6,3,15.61
322.0,0.0,0.0,974.0,28,25.18
178.0,129.8,3.6,1007.3,14,34.24
349.0,0.0,0.0,1047.0,180,41.05
133.0,210.0,3.0,949.0,28,31.03
229.7,0.0,6.1,1028.1,28,24.54
198.6,132.4,0.0,978.4,360,44.3
302.0,0.0,0.0,974.0,14,18.13
192.0,288.0,0.0,929.8,3,12.79
157.0,214.0,9.0,819.0,28,33.05
300.0,0.0,0.0,1075.0,28,26.85
350.0,0.0,0.0,974.0,180,32.72
295.8,0.0,0.0,1091.4,28,25.22
500.0,0.0,0.0,1125.0,14,36.94
200.0,133.0,0.0,965.4,90,43.25
401.8,94.7,11.4,946.8,7,54.1
147.0,115.0,9.0,860.0,28,19.99
540.0,0.0,0.0,1125.0,7,52.61
272.8,181.9,0.0,1012.4,28,31.38
194.7,0.0,7.5,998.0,14,24.28
359.0,19.0,10.9,942.0,3,23.64
380.0,95.0,0.0,932.0,180,40.76
198.6,132.4,0.0,978.4,180,41.72
393.0,0.0,0.0,940.0,28,39.58
166.0,260.0,13.0,859.0,28,37.91
168.0,42.1,5.7,1058.7,3,7.75
318.8,212.5,14.3,852.1,56,66.1
342.0,38.0,0.0,932.0,180,52.12
144.0,136.0,7.0,941.0,28,26.14
212.5,0.0,8.7,1007.8,3,13.54
424.0,22.0,8.9,822.0,7,40.29
500.0,0.0,0.0,1125.0,180,51.04
285.0,190.0,7.6,1031.0,28,53.58
295.7,0.0,8.9,955.1,56,48.72
213.5,0.0,11.7,1043.6,28,44.64
203.5,305.3,0.0,963.4,28,41.68
250.0,0.0,5.3,948.9,3,8.49
277.0,0.0,0.0,968.0,360,33.7
284.0,15.0,5.5,842.0,56,44.52
379.5,151.2,15.9,1134.3,56,54.9
310.0,0.0,0.0,971.0,3,9.87
387.0,20.0,13.9,938.0,56,47.97
236.0,157.0,0.0,972.6,7,20.42
425.0,106.3,18.6,936.0,56,64.9
164.6,0.0,11.7,1023.3,28,18.03
289.0,0.0,0.0,913.2,7,14.6
160.0,250.0,12.0,1049.0,28,39.45
143.6,0.0,17.9,942.7,28,15.42
266.0,114.0,0.0,932.0,180,48.7
310.0,143.0,10.0,914.0,28,45.3
304.0,76.0,0.0,932.0,28,47.81
286.3,200.9,11.2,1004.6,91,76.8
342.0,38.0,0.0,932.0,90,50.46
202.0,11.0,1.7,942.0,3,9.85
356.0,119.0,9.0,1061.0,28,59.0
230.0,0.0,4.6,1029.4,28,24.48
349.0,0.0,0.0,1047.0,7,18.13
229.7,0.0,6.1,1028.1,14,22.32
525.0,0.0,0.0,1125.0,90,58.78
237.5,237.5,0.0,932.0,90,33.12
266.0,112.0,10.0,910.0,28,39.42
218.2,54.6,11.9,1075.7,28,55.51
382.0,0.0,0.0,1047.0,7,24.0
397.0,0.0,0.0,1040.0,28,36.94
500.0,0.0,0.0,1125.0,7,33.21
249.1,0.0,12.8,987.8,3,15.36
310.0,0.0,0.0,1012.0,120,38.7
251.4,0.0,5.8,1028.4,14,29.93
500.0,0.0,0.0,1125.0,28,44.09
387.0,20.0,14.3,938.0,28,50.24
446.0,24.0,11.6,967.0,7,38.02
322.2,0.0,10.4,817.9,28,31.18
142.0,167.0,11.0,883.0,28,44.61
158.0,0.0,11.0,898.0,28,8.54
182.0,45.2,8.2,1059.4,100,48.67
168.0,42.1,5.7,1058.7,14,17.82
222.4,0.0,4.5,967.1,14,24.45
203.5,135.7,0.0,1076.2,28,22.63
540.0,0.0,0.0,1125.0,28,67.31
167.0,75.4,7.9,1007.3,14,32.9
331.0,0.0,0.0,1025.0,3,14.31
491.0,26.0,3.9,822.0,28,57.92
165.0,0.0,12.0,1023.0,28,18.03
500.0,0.0,0.0,1125.0,90,47.22
362.6,189.0,11.6,944.7,7,22.9
339.2,0.0,0.0,1069.2,28,31.9
173.8,93.4,9.7,1007.2,3,15.82
540.0,0.0,2.5,1055.0,28,61.89
154.8,183.4,9.1,877.2,28,23.79
325.6,166.4,8.9,881.6,28,61.24
290.2,193.5,0.0,998.2,28,33.04
401.8,94.7,11.4,946.8,3,41.1
213.7,98.1,6.9,1065.8,3,18.0
190.0,190.0,0.0,932.0,365,53.69
252.0,0.0,0.0,1111.0,7,13.71
289.0,0.0,0.0,913.2,90,32.07
167.0,75.4,7.9,1007.3,56,53.46
446.0,24.0,11.6,967.0,7,52.01
450.1,50.0,3.0,1124.4,28,39.38
425.0,106.3,18.6,936.0,7,46.8
218.2,54.6,11.9,1075.7,100,63.53
164.0,163.0,8.0,961.0,28,27.23
186.2,124.1,0.0,1083.4,7,8.0
218.9,0.0,11.3,1078.7,3,15.34
252.0,0.0,0.0,1111.0,28,19.69
212.0,0.0,7.8,1085.4,14,31.35
190.0,190.0,0.0,932.0,90,42.33
297.2,0.0,9.5,1022.8,3,21.91
307.0,0.0,0.0,968.0,28,27.53
173.5,50.1,6.5,1006.2,3,23.08
168.9,42.2,10.8,1080.8,56,39.15
233.8,0.0,4.6,947.0,14,22.14
276.0,116.0,9.0,870.0,28,44.28
264.5,111.0,5.9,832.6,28,41.54
305.3,203.5,0.0,965.4,28,43.38
366.0,187.0,7.0,824.0,28,65.91
424.0,22.0,8.5,882.0,3,32.01
317.9,0.0,5.7,860.5,28,40.06
359.0,19.0,10.9,942.0,7,38.61
164.0,0.0,13.0,849.0,28,15.09
212.0,0.0,7.8,1085.4,56,45.08
238.1,0.0,0.0,1118.8,7,10.34
155.0,0.0,9.0,1047.0,28,12.46
381.4,0.0,0.0,1104.6,7,14.54
250.2,166.8,0.0,977.6,28,36.96
230.0,0.0,4.6,1029.4,100,35.34
310.0,0.0,0.0,970.0,7,14.99
310.0,0.0,0.0,1012.0,28,27.83
491.0,26.0,3.9,882.0,28,55.55
122.6,183.9,0.0,958.2,3,3.32
393.0,0.0,0.0,940.6,3,19.2
304.0,76.0,0.0,932.0,180,50.95
355.0,19.0,12.3,967.0,28,55.45
228.0,342.1,0.0,955.8,7,21.92
300.0,0.0,10.0,878.0,28,23.84
331.0,0.0,0.0,978.0,3,13.52
251.4,0.0,5.8,1028.4,28,29.65
139.6,209.4,0.0,1047.0,28,28.24
275.1,0.0,9.9,1053.6,56,56.85
446.0,24.0,11.6,967.0,56,55.25
222.4,0.0,4.5,967.1,3,11.58
290.4,0.0,9.4,961.2,14,34.67
136.4,161.6,10.4,922.6,28,29.07
190.3,0.0,9.9,1088.1,14,22.72
167.4,129.9,7.8,1006.3,3,14.94
152.0,178.0,18.0,944.0,28,36.35
173.5,50.1,6.5,1006.2,28,38.2
202.0,11.0,1.7,942.0,28,21.97
214.9,53.8,9.6,1014.3,56,53.96
302.0,0.0,0.0,974.0,180,26.74
246.8,0.0,12.0,1086.8,56,60.32
133.0,200.0,0.0,927.4,7,13.66
475.0,118.8,8.9,852.1,56,72.3
236.0,157.0,0.0,972.6,90,47.78
145.0,0.0,11.0,979.0,28,13.2
362.6,189.0,11.6,944.7,7,55.9
516.0,0.0,8.3,801.0,28,41.37
337.9,189.0,9.5,944.7,3,24.1
446.0,24.0,11.6,967.0,56,56.14
277.2,97.8,11.2,1061.7,3,30.45
213.8,98.1,6.7,1066.0,100,49.97
387.0,20.0,11.6,938.0,3,34.77
286.3,200.9,11.2,1004.6,28,67.7
375.0,0.0,0.0,1038.0,28,38.21
427.5,47.5,0.0,932.0,180,41.84
310.0,0.0,0.0,1012.0,90,35.76
313.3,262.2,8.6,1046.9,3,28.8
337.9,189.0,9.5,944.7,7,35.1
168.9,42.2,10.8,1080.8,3,7.4
153.0,145.0,8.0,1000.0,28,19.01
165.0,128.5,8.1,1005.8,100,55.02
286.3,200.9,11.2,1004.6,7,38.0
